TransactionID,CustomerID,TransactionTimestamp,Amount,Currency,MerchantCategory,TransactionType,CardPresent,HourOfDay,DayOfWeek,GeoLocation,DeviceType,IsInternational,CustomerTenureMonths,NumTransactionsLast24h,AvgTransactionAmount7d,IsNewDevice,IsFraud
TX0000036,CUST2927,2024-07-22T17:17:35,53599.26,USD,Apparel,POS,False,17,Monday,"Tanyaville, AE",Desktop,False,120,5,26439.96,False,0
TX0000037,CUST8438,2025-05-05T06:27:37,20037.66,INR,Travel,POS,True,6,Monday,"West Waynefort, MV",Desktop,False,115,5,27527.81,False,0
TX0000038,CUST7823,2025-04-06T02:07:12,77364.02,USD,Restaurant,ATM Withdrawal,False,2,Sunday,"Smithton, KH",POS Terminal,False,86,5,3704.01,True,0
TX0000039,CUST3665,2024-12-18T01:02:39,11307.66,INR,Apparel,Online,True,1,Wednesday,"Elizabethborough, SR",POS Terminal,False,115,1,15051.78,False,0
TX0000040,CUST9450,2024-09-15T01:37:32,97904.87,INR,Electronics,ATM Withdrawal,True,1,Sunday,"Lake Miranda, GT",Desktop,False,31,4,25920.36,False,0
TX0000041,CUST7983,2024-10-19T08:36:45,41027.85,INR,Grocery,ATM Withdrawal,False,8,Saturday,"East Michaelside, BG",Mobile,False,76,5,15987.8,False,0
TX0000042,CUST8113,2025-05-24T11:01:09,47490.96,INR,Entertainment,Online,True,11,Saturday,"East Kimberlyshire, BH",Desktop,False,89,1,15142.93,False,0
TX0000043,CUST4888,2024-07-04T19:39:09,12168.94,INR,Electronics,Online,False,19,Thursday,"Smithside, IQ",Mobile,True,93,0,10990.33,True,0
TX0000044,CUST6519,2024-09-22T18:18:03,6763.7,USD,Fuel,Online,True,18,Sunday,"Ellisshire, CI",Desktop,False,91,0,6607.93,False,0
TX0000045,CUST3011,2025-05-11T13:30:56,295745.27,USD,Restaurant,ATM Withdrawal,True,13,Sunday,"North Nicholasmouth, UG",Desktop,True,38,10,9796.64,True,1
TX0000046,CUST3929,2024-11-01T19:40:11,26985.55,USD,Grocery,POS,False,19,Friday,"Wilsontown, BT",Desktop,False,106,1,29024.01,False,0
TX0000047,CUST2968,2025-01-02T11:18:18,58252.45,INR,Electronics,ATM Withdrawal,False,11,Thursday,"Rodriguezburgh, LY",Mobile,True,25,4,6207.24,True,0
TX0000048,CUST6903,2024-12-09T14:15:29,386705.62,USD,Fuel,ATM Withdrawal,True,14,Monday,"North Drewshire, MW",POS Terminal,False,1,15,2151.45,False,1
TX0000049,CUST2640,2024-09-22T14:58:55,11873.31,INR,Fuel,Online,False,14,Sunday,"Lake Michaelville, CI",Desktop,False,114,4,14789.63,False,0
TX0000050,CUST1730,2024-12-10T19:52:50,16832.83,USD,Travel,POS,False,19,Tuesday,"Pittstown, CO",Desktop,False,46,3,17737.15,False,0
TX0000051,CUST3339,2024-08-06T01:00:54,43182.63,INR,Entertainment,POS,True,1,Tuesday,"West Cody, BO",POS Terminal,False,56,3,17847.27,False,0
TX0000052,CUST7392,2024-11-18T21:17:36,44114.15,USD,Travel,Online,True,21,Monday,"North Jennifer, KH",Mobile,False,47,5,28690.63,False,0
TX0000053,CUST7570,2024-07-02T10:50:38,19585.81,USD,Entertainment,Online,True,10,Tuesday,"Adamchester, ML",Mobile,False,119,1,29641.63,False,0
TX0000054,CUST1971,2024-07-24T02:52:34,54759.96,USD,Electronics,Online,False,2,Wednesday,"Williamschester, GQ",Mobile,False,102,4,24204.11,True,0
TX0000055,CUST2573,2024-12-15T08:19:22,98870.4,USD,Grocery,ATM Withdrawal,True,8,Sunday,"Leland, FJ",Desktop,False,60,5,28072.31,False,0
TX0000056,CUST5487,2024-12-12T14:54:33,91058.85,USD,Fuel,ATM Withdrawal,True,14,Thursday,"Sancheztown, FM",Mobile,False,16,5,2638.94,False,0
TX0000057,CUST8931,2025-02-12T08:27:30,12564.1,INR,Apparel,Online,False,8,Wednesday,"West Melissaville, MH",Mobile,True,46,0,17464.03,True,0
TX0000058,CUST1374,2025-02-07T05:16:58,14835.01,USD,Entertainment,ATM Withdrawal,False,5,Friday,"Cookehaven, MU",Desktop,False,49,3,757.76,False,0
TX0000059,CUST8876,2024-08-18T04:48:56,56124.96,USD,Grocery,Online,True,4,Sunday,"North Michaelhaven, AO",Desktop,False,63,2,28406.23,False,0
TX0000060,CUST2250,2024-10-28T18:46:00,24980.19,INR,Entertainment,ATM Withdrawal,True,18,Monday,"Jenniferborough, NO",Desktop,False,81,4,2474.8,False,0
TX0000061,CUST8593,2024-07-08T04:16:37,80779.56,INR,Grocery,POS,False,4,Monday,"East Eric, KH",Desktop,False,16,3,2145.93,False,0
TX0000062,CUST3502,2024-08-01T19:05:48,7673.3,USD,Restaurant,ATM Withdrawal,True,19,Thursday,"West Jesus, JO",Mobile,False,44,4,25616.58,False,0
TX0000063,CUST9549,2025-05-07T11:26:11,95705.28,INR,Fuel,Online,False,11,Wednesday,"Gavinbury, ET",Desktop,False,92,3,8108.36,False,0
TX0000064,CUST3200,2024-11-27T22:27:23,40865.67,USD,Restaurant,Online,True,22,Wednesday,"Morenoview, BW",Desktop,False,74,3,27100.09,True,0
TX0000065,CUST5654,2025-05-06T05:40:53,6190.05,USD,Apparel,POS,False,5,Tuesday,"Port Kristenview, EE",Mobile,False,61,5,29021.16,True,0
TX0000066,CUST8548,2025-02-28T07:32:32,4536.5,INR,Electronics,POS,True,7,Friday,"Jordanborough, CI",Mobile,False,57,5,4921.72,True,0
TX0000067,CUST6493,2025-05-07T04:52:33,23136.7,INR,Travel,Online,False,4,Wednesday,"Kaiserville, GW",Desktop,False,61,5,7314.68,False,0
TX0000068,CUST3763,2025-06-08T09:46:29,80563.22,USD,Entertainment,POS,False,9,Sunday,"Lake Jacob, KH",POS Terminal,False,107,0,18120.68,False,0
TX0000069,CUST2575,2025-05-26T03:03:04,39612.34,INR,Fuel,Online,False,3,Monday,"Jessicahaven, IE",Desktop,False,14,2,21581.95,False,0
TX0000070,CUST2850,2025-02-09T12:03:30,26115.85,USD,Entertainment,Online,False,12,Sunday,"East Brian, VA",POS Terminal,False,75,2,24875.02,False,0
TX0000071,CUST2017,2025-04-28T07:58:20,75148.74,INR,Entertainment,ATM Withdrawal,False,7,Monday,"Williamsside, BB",POS Terminal,False,68,3,21340.89,False,0
TX0000072,CUST1920,2025-06-26T03:07:59,42452.65,USD,Entertainment,Online,True,3,Thursday,"Jenningsbury, IE",Mobile,False,66,2,18339.43,False,0
TX0000073,CUST1144,2024-12-04T04:58:32,58708.89,INR,Entertainment,ATM Withdrawal,True,4,Wednesday,"Traceyburgh, GY",POS Terminal,False,113,4,6363.63,False,0
TX0000074,CUST7751,2025-03-04T11:14:03,68344.38,USD,Fuel,POS,False,11,Tuesday,"Abigailberg, GW",Desktop,False,48,1,27042.51,False,0
TX0000075,CUST5058,2025-02-26T00:44:01,51330.9,USD,Electronics,ATM Withdrawal,False,0,Wednesday,"North Shane, CL",POS Terminal,False,72,3,20767.31,False,0
TX0000076,CUST4535,2024-12-05T09:18:14,23247.22,USD,Electronics,ATM Withdrawal,False,9,Thursday,"Port Jacqueline, MG",POS Terminal,False,34,1,21237.99,False,0
TX0000077,CUST5800,2024-08-03T21:00:09,369197.61,INR,Grocery,POS,True,21,Saturday,"Deleonshire, UG",Mobile,True,17,12,12022.38,False,1
TX0000078,CUST6363,2024-12-03T06:03:01,99847.46,INR,Restaurant,Online,True,6,Tuesday,"New Anna, MR",POS Terminal,False,88,2,7555.85,False,0
TX0000079,CUST3273,2025-06-16T07:35:27,87607.78,INR,Apparel,ATM Withdrawal,True,7,Monday,"North Davidton, BO",Desktop,False,120,4,15764.07,True,0
TX0000080,CUST9561,2024-11-07T13:09:34,14047.15,INR,Apparel,POS,False,13,Thursday,"Stephaniechester, SC",Mobile,False,52,3,19656.06,True,0
TX0000081,CUST2870,2024-09-27T11:57:14,52596.29,INR,Restaurant,ATM Withdrawal,True,11,Friday,"Sparksport, AG",Desktop,False,55,3,24646.97,False,0
TX0000082,CUST1245,2024-11-10T17:03:19,14530.98,INR,Fuel,ATM Withdrawal,False,17,Sunday,"Nathanielborough, GM",POS Terminal,False,101,4,22345.35,False,0
TX0000083,CUST6436,2024-10-18T04:55:13,96689.91,USD,Fuel,ATM Withdrawal,False,4,Friday,"Robertmouth, PA",POS Terminal,False,47,2,1756.07,True,0
TX0000084,CUST7690,2025-02-24T08:52:17,14238.54,USD,Travel,ATM Withdrawal,True,8,Monday,"New Richardshire, RW",Mobile,True,118,4,25660.35,False,0
TX0000085,CUST7782,2024-11-15T02:07:25,43665.3,USD,Travel,Online,False,2,Friday,"Christinemouth, SA",POS Terminal,False,4,3,25950.24,False,0
TX0000086,CUST5064,2025-04-27T13:40:06,1751.46,USD,Apparel,ATM Withdrawal,True,13,Sunday,"Grossside, AE",Mobile,False,45,1,29031.56,False,0
TX0000087,CUST2461,2025-06-28T07:26:02,44260.97,USD,Travel,ATM Withdrawal,False,7,Saturday,"Woodardmouth, NG",POS Terminal,False,36,4,8922.94,False,0
TX0000088,CUST7977,2024-08-25T13:38:22,98238.48,USD,Travel,ATM Withdrawal,True,13,Sunday,"Ericfort, MM",POS Terminal,False,77,1,14769.51,False,0
TX0000089,CUST6202,2024-12-14T08:35:45,97455.8,INR,Fuel,ATM Withdrawal,True,8,Saturday,"Carloschester, CA",Desktop,False,20,3,19543.45,False,0
TX0000090,CUST8373,2024-09-09T23:35:39,20146.81,INR,Electronics,POS,True,23,Monday,"South Brandy, SC",Desktop,True,14,2,12887.94,False,0
TX0000091,CUST3235,2024-11-12T21:02:15,925.41,USD,Fuel,Online,True,21,Tuesday,"South Jeannemouth, CF",Mobile,False,67,4,23661.81,False,0
TX0000092,CUST5208,2024-11-20T17:04:55,19663.19,INR,Electronics,POS,True,17,Wednesday,"Ellisfort, IE",Mobile,False,88,0,21007.7,False,0
TX0000093,CUST4320,2024-09-21T17:48:03,85732.88,INR,Electronics,ATM Withdrawal,False,17,Saturday,"Tashachester, SO",Desktop,False,19,5,21415.37,True,0
TX0000094,CUST9612,2025-05-27T18:11:04,12889.84,INR,Entertainment,Online,False,18,Tuesday,"Turnerberg, DZ",Mobile,True,26,4,17322.71,False,0
TX0000095,CUST9303,2024-10-14T22:01:14,69671.9,INR,Apparel,ATM Withdrawal,True,22,Monday,"Franklinshire, CL",Desktop,False,47,1,22729.35,False,0
TX0000096,CUST8167,2025-01-06T22:23:21,45914.86,USD,Apparel,ATM Withdrawal,False,22,Monday,"Coreyshire, HU",POS Terminal,False,13,5,29620.03,False,0
TX0000097,CUST1098,2024-09-23T11:00:33,39161.24,INR,Restaurant,ATM Withdrawal,True,11,Monday,"Hernandezmouth, TM",Desktop,True,23,2,7996.46,False,0
TX0000098,CUST7488,2024-10-24T01:52:40,88703.66,INR,Apparel,ATM Withdrawal,True,1,Thursday,"Laurenport, LS",Mobile,False,80,1,18890.2,False,0
TX0000099,CUST4420,2025-02-12T17:33:05,44448.11,USD,Electronics,ATM Withdrawal,True,17,Wednesday,"Longfort, TW",POS Terminal,False,55,0,9546.72,False,0
TX0000100,CUST9734,2024-08-14T15:28:31,60561.97,USD,Fuel,POS,False,15,Wednesday,"Shellystad, BE",POS Terminal,False,56,3,13630.32,False,0
TX0000101,CUST6088,2024-10-01T18:43:39,49098.54,INR,Electronics,ATM Withdrawal,False,18,Tuesday,"East Joannabury, EE",Desktop,False,2,5,16856.21,True,0
TX0000102,CUST4298,2024-07-18T17:04:58,345.05,USD,Travel,ATM Withdrawal,False,17,Thursday,"North Samuel, PW",POS Terminal,False,69,4,18939.68,False,0
TX0000103,CUST8434,2025-02-07T18:51:45,9684.28,INR,Grocery,POS,False,18,Friday,"Bergerton, KI",Desktop,False,7,2,19776.25,False,0
TX0000104,CUST8809,2024-12-15T13:13:43,5943.35,USD,Electronics,Online,True,13,Sunday,"North Reginabury, PH",POS Terminal,False,100,0,10480.42,False,0
TX0000105,CUST1289,2025-04-25T01:17:39,3323.76,USD,Entertainment,Online,True,1,Friday,"East Edwinshire, NR",POS Terminal,False,20,3,16300.77,False,0
TX0000106,CUST1965,2024-10-20T04:09:59,86645.57,INR,Apparel,POS,False,4,Sunday,"Lake Bethanychester, LA",POS Terminal,False,9,4,19675.97,False,0
TX0000107,CUST1979,2025-02-17T15:05:13,6966.42,USD,Fuel,ATM Withdrawal,False,15,Monday,"Rodneyshire, JO",Desktop,False,19,5,26101.17,False,0
TX0000108,CUST8177,2025-05-26T01:02:37,36925.33,USD,Travel,ATM Withdrawal,True,1,Monday,"East Leslieton, SB",Desktop,False,4,0,21073.47,False,0
TX0000109,CUST2850,2024-09-12T04:27:41,42214.6,INR,Travel,ATM Withdrawal,True,4,Thursday,"Lake Tammybury, TN",Mobile,False,4,3,26390.59,True,0
TX0000110,CUST3747,2024-08-31T16:47:05,54136.19,USD,Electronics,POS,True,16,Saturday,"Conradburgh, AE",Desktop,False,5,2,20101.76,False,0
TX0000111,CUST4438,2024-10-20T22:04:49,47435.4,INR,Entertainment,ATM Withdrawal,True,22,Sunday,"Leemouth, MH",Desktop,False,43,3,13433.32,False,0
TX0000112,CUST3327,2025-01-11T12:33:35,26556.16,USD,Entertainment,Online,True,12,Saturday,"Michealstad, MT",POS Terminal,False,106,1,22029.94,False,0
TX0000113,CUST1526,2025-05-25T14:11:45,7231.05,INR,Electronics,ATM Withdrawal,True,14,Sunday,"Michellehaven, KE",POS Terminal,False,96,0,20971.31,True,0
TX0000114,CUST7625,2025-06-02T12:01:08,46386.96,USD,Electronics,Online,False,12,Monday,"Stevenchester, GE",Desktop,False,63,3,2549.6,False,0
TX0000115,CUST7717,2025-04-18T01:36:33,91786.29,USD,Electronics,POS,False,1,Friday,"New Curtis, AG",Mobile,False,1,1,21547.0,False,0
TX0000116,CUST9817,2025-05-05T06:23:27,81958.56,USD,Electronics,ATM Withdrawal,False,6,Monday,"Stephenview, ER",Desktop,False,55,4,19243.67,False,0
TX0000117,CUST4577,2024-09-15T18:19:46,10127.6,INR,Restaurant,Online,False,18,Sunday,"East Jessica, QA",POS Terminal,False,53,5,19788.6,False,0
TX0000118,CUST7047,2025-05-28T10:47:49,37680.87,INR,Apparel,POS,True,10,Wednesday,"Mcleanland, SB",Mobile,False,87,2,24755.9,True,0
TX0000119,CUST6326,2024-12-26T15:56:34,39240.36,USD,Apparel,ATM Withdrawal,True,15,Thursday,"South Jackborough, OM",POS Terminal,False,104,3,26691.13,True,0
TX0000120,CUST8673,2024-07-28T16:08:01,31864.0,INR,Travel,POS,True,16,Sunday,"North Emily, CF",Desktop,False,101,5,10154.08,False,0
TX0000121,CUST7733,2024-12-03T18:28:31,78165.57,INR,Apparel,Online,False,18,Tuesday,"New Justinfurt, BN",Desktop,False,23,3,6854.56,False,0
TX0000122,CUST2329,2025-06-10T20:12:24,21284.64,USD,Restaurant,Online,True,20,Tuesday,"Mccarthyton, EC",Mobile,False,38,5,6458.85,True,0
TX0000123,CUST6373,2024-07-31T08:16:38,61341.1,USD,Travel,Online,True,8,Wednesday,"Hicksstad, EE",Desktop,False,118,2,6757.42,False,0
TX0000124,CUST8343,2025-05-05T08:16:53,71918.8,INR,Fuel,POS,True,8,Monday,"Melaniebury, NZ",Mobile,False,1,5,21597.44,False,0
TX0000125,CUST1086,2025-05-21T10:34:03,85576.92,USD,Travel,POS,True,10,Wednesday,"North Jonathan, BZ",Desktop,False,109,4,27841.21,False,0
TX0000126,CUST1201,2024-11-20T12:47:14,5353.85,USD,Grocery,POS,False,12,Wednesday,"Port Bradleyhaven, CN",Desktop,False,86,3,7222.73,False,0
TX0000127,CUST9003,2024-11-26T04:28:19,61197.97,USD,Apparel,ATM Withdrawal,True,4,Tuesday,"Port Josephborough, GY",POS Terminal,False,58,1,12105.9,False,0
TX0000128,CUST7718,2025-05-16T09:20:21,34891.19,INR,Apparel,ATM Withdrawal,True,9,Friday,"Nicholsonstad, LS",Mobile,True,82,5,18697.82,True,0
TX0000129,CUST4497,2024-11-20T20:55:41,475094.62,INR,Electronics,ATM Withdrawal,True,20,Wednesday,"East Nicolefurt, MK",POS Terminal,True,45,7,5801.16,False,1
TX0000130,CUST9832,2024-10-30T15:06:02,94191.64,INR,Travel,ATM Withdrawal,False,15,Wednesday,"East Melissafurt, ES",Mobile,False,3,2,28512.11,True,0
TX0000131,CUST9515,2024-12-22T18:01:51,15644.89,INR,Grocery,POS,False,18,Sunday,"Chandlerfurt, HT",Mobile,False,119,0,4858.15,False,0
TX0000132,CUST8449,2024-07-22T20:54:31,51935.7,USD,Apparel,POS,False,20,Monday,"Maryton, KE",Desktop,False,23,3,14608.06,False,0
TX0000133,CUST9495,2025-01-12T05:55:05,41114.65,USD,Fuel,POS,False,5,Sunday,"East Michael, GN",Mobile,False,39,4,29975.56,False,0
TX0000134,CUST7722,2024-08-21T14:52:20,34593.49,INR,Entertainment,ATM Withdrawal,True,14,Wednesday,"Milesbury, BO",Desktop,False,53,0,20079.66,False,0
TX0000135,CUST2574,2025-01-08T16:21:20,392.04,INR,Entertainment,ATM Withdrawal,True,16,Wednesday,"South Suzanne, ZW",Desktop,False,63,3,28222.31,False,0
TX0000136,CUST3742,2025-05-29T19:43:35,29557.63,USD,Restaurant,ATM Withdrawal,False,19,Thursday,"Lake Danielburgh, CY",Mobile,False,90,2,13351.49,False,0
TX0000137,CUST4465,2024-12-20T17:32:22,38272.59,INR,Fuel,Online,True,17,Friday,"Lake Paulport, PA",Mobile,False,52,0,27588.38,True,0
TX0000138,CUST6899,2025-02-24T05:41:49,43948.19,USD,Electronics,ATM Withdrawal,False,5,Monday,"North Carlos, MV",Mobile,False,4,1,13573.14,True,0
TX0000139,CUST6441,2025-05-30T20:13:08,32331.8,INR,Travel,Online,True,20,Friday,"Port Pamelamouth, PE",POS Terminal,True,9,5,4975.01,False,0
TX0000140,CUST7504,2025-03-05T20:00:54,10913.62,USD,Entertainment,ATM Withdrawal,False,20,Wednesday,"Robertberg, CL",Mobile,False,86,1,27581.07,False,0
TX0000141,CUST3147,2024-08-20T15:26:54,73849.97,USD,Electronics,POS,False,15,Tuesday,"New Susan, CR",POS Terminal,False,86,3,15255.63,False,0
TX0000142,CUST6539,2024-10-25T07:59:37,32355.57,USD,Restaurant,ATM Withdrawal,False,7,Friday,"Smithstad, US",POS Terminal,False,91,5,15890.15,True,0
TX0000143,CUST1031,2025-02-12T22:33:12,36755.03,USD,Apparel,ATM Withdrawal,False,22,Wednesday,"Lewistown, SB",POS Terminal,True,88,0,17459.94,False,0
TX0000144,CUST1593,2025-01-15T20:59:33,21432.36,USD,Apparel,Online,True,20,Wednesday,"Jenniferchester, SE",POS Terminal,False,75,4,12851.62,True,0
TX0000145,CUST3222,2025-05-28T14:19:09,48199.58,INR,Travel,POS,False,14,Wednesday,"Elizabethport, NG",Mobile,False,32,1,19428.72,False,0
TX0000146,CUST8484,2025-05-16T18:19:28,80653.47,USD,Fuel,POS,True,18,Friday,"Port Natalieside, OM",Desktop,False,104,1,22346.6,False,0
TX0000147,CUST1069,2024-09-18T08:42:14,16688.9,USD,Entertainment,ATM Withdrawal,False,8,Wednesday,"Snydermouth, VC",Mobile,True,13,2,16284.84,False,0
TX0000148,CUST1705,2024-09-05T13:18:35,23718.11,USD,Grocery,ATM Withdrawal,True,13,Thursday,"Jamesburgh, SC",POS Terminal,False,83,4,25221.77,False,0
TX0000149,CUST3195,2025-05-01T06:57:54,63006.51,INR,Electronics,ATM Withdrawal,False,6,Thursday,"Lake Hannah, SN",Desktop,False,79,5,24619.36,False,0
TX0000150,CUST3243,2025-03-27T02:06:52,51372.32,USD,Grocery,POS,False,2,Thursday,"New Mark, AL",Desktop,True,93,4,10868.14,False,0
TX0000151,CUST6233,2024-09-17T13:12:34,494.19,USD,Electronics,POS,False,13,Tuesday,"Jaredmouth, BB",Desktop,True,78,0,25238.07,False,0
TX0000152,CUST4441,2025-02-18T16:50:46,80232.65,INR,Travel,POS,False,16,Tuesday,"Port Sherri, RO",Mobile,True,59,2,9178.37,False,0
TX0000153,CUST3725,2024-10-12T00:21:37,6949.01,INR,Fuel,Online,True,0,Saturday,"Bakertown, SG",Mobile,False,77,3,5683.19,False,0
TX0000154,CUST1452,2024-09-18T19:06:17,57856.17,USD,Electronics,Online,True,19,Wednesday,"North Ashley, ZM",POS Terminal,False,100,1,19278.7,False,0
TX0000155,CUST1908,2025-02-18T18:35:17,44026.09,INR,Apparel,POS,True,18,Tuesday,"East Allisonshire, CF",Desktop,False,38,1,16411.85,True,0
TX0000156,CUST7633,2025-03-16T01:17:06,92714.74,USD,Fuel,POS,True,1,Sunday,"Bradleyport, BS",Desktop,False,37,0,15984.27,False,0
TX0000157,CUST3368,2024-11-14T06:21:35,33777.65,INR,Electronics,POS,True,6,Thursday,"Ramirezview, SV",Mobile,False,63,3,28808.26,True,0
TX0000158,CUST9975,2025-03-12T04:43:25,19815.22,INR,Grocery,ATM Withdrawal,True,4,Wednesday,"Jamiefort, ME",Mobile,False,68,3,22467.6,False,0
TX0000159,CUST1469,2025-06-02T09:07:42,71410.52,INR,Electronics,ATM Withdrawal,True,9,Monday,"New Danielmouth, MT",Mobile,False,7,0,20208.49,True,0
TX0000160,CUST6508,2025-03-12T12:29:50,35636.87,USD,Electronics,Online,True,12,Wednesday,"Angelabury, PY",Desktop,False,45,4,21736.16,False,0
TX0000161,CUST6517,2025-03-12T06:33:56,16890.27,INR,Restaurant,POS,False,6,Wednesday,"Donnaton, RO",Mobile,False,50,1,2578.37,False,0
